state,year,month,period,period_name,date,job_openings_rate
Vermont,2022,7,M07,July,2022-07-01,7.0
Vermont,2022,8,M08,August,2022-08-01,5.9
Vermont,2022,9,M09,September,2022-09-01,6.7
Vermont,2022,10,M10,October,2022-10-01,7.0
Vermont,2022,11,M11,November,2022-11-01,7.2
Vermont,2022,12,M12,December,2022-12-01,6.7
Vermont,2023,1,M01,January,2023-01-01,5.8
Vermont,2023,2,M02,February,2023-02-01,6.4
Vermont,2023,3,M03,March,2023-03-01,6.1
Vermont,2023,4,M04,April,2023-04-01,5.8
Vermont,2023,5,M05,May,2023-05-01,4.9
Vermont,2023,6,M06,June,2023-06-01,5.5
Vermont,2023,7,M07,July,2023-07-01,5.2
Vermont,2023,8,M08,August,2023-08-01,5.5
Vermont,2023,9,M09,September,2023-09-01,5.8
Vermont,2023,10,M10,October,2023-10-01,5.5
Vermont,2023,11,M11,November,2023-11-01,5.2
Vermont,2023,12,M12,December,2023-12-01,5.2
Vermont,2024,1,M01,January,2024-01-01,5.7
Vermont,2024,2,M02,February,2024-02-01,4.9
Vermont,2024,3,M03,March,2024-03-01,4.9
Vermont,2024,4,M04,April,2024-04-01,4.6
Vermont,2024,5,M05,May,2024-05-01,5.2
Vermont,2024,6,M06,June,2024-06-01,4.9
Vermont,2024,7,M07,July,2024-07-01,4.9
Vermont,2024,8,M08,August,2024-08-01,4.9
Vermont,2024,9,M09,September,2024-09-01,4.6
Vermont,2024,10,M10,October,2024-10-01,4.6
Vermont,2024,11,M11,November,2024-11-01,4.9
Vermont,2024,12,M12,December,2024-12-01,3.7
Vermont,2025,1,M01,January,2025-01-01,6.0
Vermont,2025,2,M02,February,2025-02-01,5.1
Vermont,2025,3,M03,March,2025-03-01,4.3
Vermont,2025,4,M04,April,2025-04-01,5.1
Vermont,2025,5,M05,May,2025-05-01,5.4
Vermont,2025,6,M06,June,2025-06-01,4.8
Vermont,2025,7,M07,July,2025-07-01,4.6
Vermont,2025,8,M08,August,2025-08-01,4.6
Vermont,2025,9,M09,September,2025-09-01,4.5
Vermont,2025,10,M10,October,2025-10-01,4.8
Vermont,2025,11,M11,November,2025-11-01,4.9
Vermont,2025,12,M12,December,2025-12-01,3.4
Virginia,2022,1,M01,January,2022-01-01,6.9
Virginia,2022,2,M02,February,2022-02-01,6.8
Virginia,2022,3,M03,March,2022-03-01,7.4
Virginia,2022,4,M04,April,2022-04-01,7.1
Virginia,2022,5,M05,May,2022-05-01,7.1
Virginia,2022,6,M06,June,2022-06-01,7.5
Virginia,2022,7,M07,July,2022-07-01,7.5
Virginia,2022,8,M08,August,2022-08-01,7.2
Virginia,2022,9,M09,September,2022-09-01,7.6
Virginia,2022,10,M10,October,2022-10-01,7.7
Virginia,2022,11,M11,November,2022-11-01,7.5
Virginia,2022,12,M12,December,2022-12-01,7.9
Virginia,2023,1,M01,January,2023-01-01,7.7
Virginia,2023,2,M02,February,2023-02-01,7.4
Virginia,2023,3,M03,March,2023-03-01,7.4
Virginia,2023,4,M04,April,2023-04-01,6.1
Virginia,2023,5,M05,May,2023-05-01,6.7
Virginia,2023,6,M06,June,2023-06-01,6.4
Virginia,2023,7,M07,July,2023-07-01,5.3
Virginia,2023,8,M08,August,2023-08-01,5.9
Virginia,2023,9,M09,September,2023-09-01,5.8
Virginia,2023,10,M10,October,2023-10-01,5.5
Virginia,2023,11,M11,November,2023-11-01,6.0
Virginia,2023,12,M12,December,2023-12-01,5.9
Virginia,2024,1,M01,January,2024-01-01,5.8
Virginia,2024,2,M02,February,2024-02-01,5.9
Virginia,2024,3,M03,March,2024-03-01,5.6
Virginia,2024,4,M04,April,2024-04-01,5.7
Virginia,2024,5,M05,May,2024-05-01,5.7
Virginia,2024,6,M06,June,2024-06-01,4.9
Virginia,2024,7,M07,July,2024-07-01,5.6
Virginia,2024,8,M08,August,2024-08-01,6.0
Virginia,2024,9,M09,September,2024-09-01,5.5
Virginia,2024,10,M10,October,2024-10-01,6.0
Virginia,2024,11,M11,November,2024-11-01,5.6
Virginia,2024,12,M12,December,2024-12-01,5.2
Virginia,2025,1,M01,January,2025-01-01,5.6
Virginia,2025,2,M02,February,2025-02-01,4.6
Virginia,2025,3,M03,March,2025-03-01,4.6
Virginia,2025,4,M04,April,2025-04-01,4.2
Virginia,2025,5,M05,May,2025-05-01,5.3
Virginia,2025,6,M06,June,2025-06-01,4.8
Virginia,2025,7,M07,July,2025-07-01,4.9
Virginia,2025,8,M08,August,2025-08-01,4.9
Virginia,2025,9,M09,September,2025-09-01,5.1
Virginia,2025,10,M10,October,2025-10-01,5.1
Virginia,2025,11,M11,November,2025-11-01,4.6
Virginia,2025,12,M12,December,2025-12-01,4.7
Washington,2022,1,M01,January,2022-01-01,6.0
Washington,2022,2,M02,February,2022-02-01,6.8
Washington,2022,3,M03,March,2022-03-01,6.8
Washington,2022,4,M04,April,2022-04-01,6.5
Washington,2022,5,M05,May,2022-05-01,6.2
Washington,2022,6,M06,June,2022-06-01,5.7
Washington,2022,7,M07,July,2022-07-01,7.2
Washington,2022,8,M08,August,2022-08-01,5.4
Washington,2022,9,M09,September,2022-09-01,5.8
Washington,2022,10,M10,October,2022-10-01,5.6
Washington,2022,11,M11,November,2022-11-01,5.2
Washington,2022,12,M12,December,2022-12-01,6.6
Washington,2023,1,M01,January,2023-01-01,5.6
Washington,2023,2,M02,February,2023-02-01,4.9
Washington,2023,3,M03,March,2023-03-01,4.6
Washington,2023,4,M04,April,2023-04-01,4.9
Washington,2023,5,M05,May,2023-05-01,4.3
Washington,2023,6,M06,June,2023-06-01,4.3
Washington,2023,7,M07,July,2023-07-01,4.3
Washington,2023,8,M08,August,2023-08-01,4.7
Washington,2023,9,M09,September,2023-09-01,4.3
Washington,2023,10,M10,October,2023-10-01,3.9
Washington,2023,11,M11,November,2023-11-01,4.4
Washington,2023,12,M12,December,2023-12-01,3.9
Washington,2024,1,M01,January,2024-01-01,4.3
Washington,2024,2,M02,February,2024-02-01,4.8
Washington,2024,3,M03,March,2024-03-01,4.1
Washington,2024,4,M04,April,2024-04-01,3.5
Washington,2024,5,M05,May,2024-05-01,4.0
Washington,2024,6,M06,June,2024-06-01,3.8
Washington,2024,7,M07,July,2024-07-01,3.8
Washington,2024,8,M08,August,2024-08-01,3.7
Washington,2024,9,M09,September,2024-09-01,3.7
Washington,2024,10,M10,October,2024-10-01,4.3
Washington,2024,11,M11,November,2024-11-01,3.9
Washington,2024,12,M12,December,2024-12-01,4.4
Washington,2025,1,M01,January,2025-01-01,3.7
Washington,2025,2,M02,February,2025-02-01,3.6
Washington,2025,3,M03,March,2025-03-01,3.6
Washington,2025,4,M04,April,2025-04-01,3.3
Washington,2025,5,M05,May,2025-05-01,3.6
Washington,2025,6,M06,June,2025-06-01,3.6
Washington,2025,7,M07,July,2025-07-01,3.6
Washington,2025,8,M08,August,2025-08-01,3.5
Washington,2025,9,M09,September,2025-09-01,4.0
Washington,2025,10,M10,October,2025-10-01,3.6
Washington,2025,11,M11,November,2025-11-01,3.1
Washington,2025,12,M12,December,2025-12-01,3.2
West Virginia,2022,1,M01,January,2022-01-01,8.1
West Virginia,2022,2,M02,February,2022-02-01,8.1
West Virginia,2022,3,M03,March,2022-03-01,9.4
West Virginia,2022,4,M04,April,2022-04-01,8.0
West Virginia,2022,5,M05,May,2022-05-01,7.6
West Virginia,2022,6,M06,June,2022-06-01,7.7
West Virginia,2022,7,M07,July,2022-07-01,9.1
West Virginia,2022,8,M08,August,2022-08-01,7.5
West Virginia,2022,9,M09,September,2022-09-01,7.8
West Virginia,2022,10,M10,October,2022-10-01,8.3
West Virginia,2022,11,M11,November,2022-11-01,8.0
West Virginia,2022,12,M12,December,2022-12-01,8.4
West Virginia,2023,1,M01,January,2023-01-01,8.8
West Virginia,2023,2,M02,February,2023-02-01,7.9
West Virginia,2023,3,M03,March,2023-03-01,7.5
West Virginia,2023,4,M04,April,2023-04-01,6.9
West Virginia,2023,5,M05,May,2023-05-01,7.2
West Virginia,2023,6,M06,June,2023-06-01,7.2
West Virginia,2023,7,M07,July,2023-07-01,6.2
West Virginia,2023,8,M08,August,2023-08-01,7.2
West Virginia,2023,9,M09,September,2023-09-01,7.3
West Virginia,2023,10,M10,October,2023-10-01,6.4
West Virginia,2023,11,M11,November,2023-11-01,6.7
West Virginia,2023,12,M12,December,2023-12-01,6.5
West Virginia,2024,1,M01,January,2024-01-01,6.4
West Virginia,2024,2,M02,February,2024-02-01,6.1
West Virginia,2024,3,M03,March,2024-03-01,6.1
West Virginia,2024,4,M04,April,2024-04-01,6.8
West Virginia,2024,5,M05,May,2024-05-01,6.4
West Virginia,2024,6,M06,June,2024-06-01,5.9
West Virginia,2024,7,M07,July,2024-07-01,5.9
West Virginia,2024,8,M08,August,2024-08-01,6.2
West Virginia,2024,9,M09,September,2024-09-01,5.3
West Virginia,2024,10,M10,October,2024-10-01,6.4
West Virginia,2024,11,M11,November,2024-11-01,7.0
West Virginia,2024,12,M12,December,2024-12-01,6.0
West Virginia,2025,1,M01,January,2025-01-01,6.1
West Virginia,2025,2,M02,February,2025-02-01,5.5
West Virginia,2025,3,M03,March,2025-03-01,5.0
West Virginia,2025,4,M04,April,2025-04-01,6.2
West Virginia,2025,5,M05,May,2025-05-01,6.1
West Virginia,2025,6,M06,June,2025-06-01,5.6
West Virginia,2025,7,M07,July,2025-07-01,5.4
West Virginia,2025,8,M08,August,2025-08-01,5.5
West Virginia,2025,9,M09,September,2025-09-01,5.7
West Virginia,2025,10,M10,October,2025-10-01,5.9
West Virginia,2025,11,M11,November,2025-11-01,5.7
West Virginia,2025,12,M12,December,2025-12-01,5.8
Wisconsin,2022,1,M01,January,2022-01-01,7.2
Wisconsin,2022,2,M02,February,2022-02-01,7.2
Wisconsin,2022,3,M03,March,2022-03-01,7.1
Wisconsin,2022,4,M04,April,2022-04-01,7.4
Wisconsin,2022,5,M05,May,2022-05-01,6.9
Wisconsin,2022,6,M06,June,2022-06-01,7.0
Wisconsin,2022,7,M07,July,2022-07-01,6.4
Wisconsin,2022,8,M08,August,2022-08-01,5.9
Wisconsin,2022,9,M09,September,2022-09-01,6.3
Wisconsin,2022,10,M10,October,2022-10-01,7.8
Wisconsin,2022,11,M11,November,2022-11-01,8.0
Wisconsin,2022,12,M12,December,2022-12-01,7.4
Wisconsin,2023,1,M01,January,2023-01-01,6.8
Wisconsin,2023,2,M02,February,2023-02-01,5.8
Wisconsin,2023,3,M03,March,2023-03-01,6.0
Wisconsin,2023,4,M04,April,2023-04-01,6.7
Wisconsin,2023,5,M05,May,2023-05-01,5.3
Wisconsin,2023,6,M06,June,2023-06-01,5.7
Wisconsin,2023,7,M07,July,2023-07-01,6.1
Wisconsin,2023,8,M08,August,2023-08-01,6.2
Wisconsin,2023,9,M09,September,2023-09-01,6.3
Wisconsin,2023,10,M10,October,2023-10-01,5.8
Wisconsin,2023,11,M11,November,2023-11-01,6.1
Wisconsin,2023,12,M12,December,2023-12-01,5.3
Wisconsin,2024,1,M01,January,2024-01-01,5.3
Wisconsin,2024,2,M02,February,2024-02-01,5.0
Wisconsin,2024,3,M03,March,2024-03-01,4.9
Wisconsin,2024,4,M04,April,2024-04-01,4.6
Wisconsin,2024,5,M05,May,2024-05-01,4.8
Wisconsin,2024,6,M06,June,2024-06-01,4.5
Wisconsin,2024,7,M07,July,2024-07-01,4.4
Wisconsin,2024,8,M08,August,2024-08-01,4.5
Wisconsin,2024,9,M09,September,2024-09-01,4.1
Wisconsin,2024,10,M10,October,2024-10-01,4.9
Wisconsin,2024,11,M11,November,2024-11-01,4.2
Wisconsin,2024,12,M12,December,2024-12-01,4.3
Wisconsin,2025,1,M01,January,2025-01-01,4.8
Wisconsin,2025,2,M02,February,2025-02-01,4.3
Wisconsin,2025,3,M03,March,2025-03-01,4.6
Wisconsin,2025,4,M04,April,2025-04-01,4.2
Wisconsin,2025,5,M05,May,2025-05-01,4.4
Wisconsin,2025,6,M06,June,2025-06-01,4.3
Wisconsin,2025,7,M07,July,2025-07-01,4.4
Wisconsin,2025,8,M08,August,2025-08-01,4.3
Wisconsin,2025,9,M09,September,2025-09-01,4.1
Wisconsin,2025,10,M10,October,2025-10-01,4.3
Wisconsin,2025,11,M11,November,2025-11-01,3.9
Wisconsin,2025,12,M12,December,2025-12-01,3.8
Wyoming,2022,1,M01,January,2022-01-01,7.5
Wyoming,2022,2,M02,February,2022-02-01,7.8
Wyoming,2022,3,M03,March,2022-03-01,8.4
Wyoming,2022,4,M04,April,2022-04-01,8.4
Wyoming,2022,5,M05,May,2022-05-01,7.5
Wyoming,2022,6,M06,June,2022-06-01,7.5
Wyoming,2022,7,M07,July,2022-07-01,7.7
Wyoming,2022,8,M08,August,2022-08-01,7.1
Wyoming,2022,9,M09,September,2022-09-01,7.1
Wyoming,2022,10,M10,October,2022-10-01,7.4
Wyoming,2022,11,M11,November,2022-11-01,6.8
Wyoming,2022,12,M12,December,2022-12-01,8.0
Wyoming,2023,1,M01,January,2023-01-01,7.1
Wyoming,2023,2,M02,February,2023-02-01,6.2
Wyoming,2023,3,M03,March,2023-03-01,6.4
Wyoming,2023,4,M04,April,2023-04-01,6.7
Wyoming,2023,5,M05,May,2023-05-01,6.1
Wyoming,2023,6,M06,June,2023-06-01,5.8
Wyoming,2023,7,M07,July,2023-07-01,5.2
Wyoming,2023,8,M08,August,2023-08-01,6.4
Wyoming,2023,9,M09,September,2023-09-01,6.1
Wyoming,2023,10,M10,October,2023-10-01,5.5
Wyoming,2023,11,M11,November,2023-11-01,6.1
Wyoming,2023,12,M12,December,2023-12-01,5.5
Wyoming,2024,1,M01,January,2024-01-01,5.2
Wyoming,2024,2,M02,February,2024-02-01,5.5
Wyoming,2024,3,M03,March,2024-03-01,5.2
Wyoming,2024,4,M04,April,2024-04-01,4.9
Wyoming,2024,5,M05,May,2024-05-01,5.2
Wyoming,2024,6,M06,June,2024-06-01,4.9
Wyoming,2024,7,M07,July,2024-07-01,4.9
Wyoming,2024,8,M08,August,2024-08-01,4.8
Wyoming,2024,9,M09,September,2024-09-01,4.8
Wyoming,2024,10,M10,October,2024-10-01,7.8
Wyoming,2024,11,M11,November,2024-11-01,5.4
Wyoming,2024,12,M12,December,2024-12-01,4.2
Wyoming,2025,1,M01,January,2025-01-01,5.1
Wyoming,2025,2,M02,February,2025-02-01,5.4
Wyoming,2025,3,M03,March,2025-03-01,4.8
Wyoming,2025,4,M04,April,2025-04-01,4.8
Wyoming,2025,5,M05,May,2025-05-01,4.5
Wyoming,2025,6,M06,June,2025-06-01,4.5
Wyoming,2025,7,M07,July,2025-07-01,4.8
Wyoming,2025,8,M08,August,2025-08-01,4.5
Wyoming,2025,9,M09,September,2025-09-01,4.8
Wyoming,2025,10,M10,October,2025-10-01,7.2
Wyoming,2025,11,M11,November,2025-11-01,4.2
Wyoming,2025,12,M12,December,2025-12-01,3.6
